"year","sex","age","region","happiness","educ","race","work","marital","age_ranges","year_ranges"
2012,"F",38,"New England","Pretty happy","6 years of college","Other","Keeping house","Married","38 to 39","2010 to 2011"
2012,"M",46,"New England","Pretty happy","4 years of college","white","Working full time","Married","46 to 47","2010 to 2011"
2012,"M",41,"New England","Pretty happy","6 years of college","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"M",29,"New England","Pretty happy","6 years of college","Other","Working full time","Never married","28 to 29","2010 to 2011"
2012,"M",58,"New England","Pretty happy","12th grade","white","Working full time","Sepreated","58 to 59","2010 to 2011"
2012,"F",48,"New England","Pretty happy","5 years of college","Other","Working full time","Married","48 to 49","2010 to 2011"
2012,"M",31,"New England","Very happy","8 or more years of college","white","Other","Never married","30 to 31","2010 to 2011"
2012,"F",54,"New England","Not too happy","2 years of college","Black","Working full time","Divorced","54 to 55","2010 to 2011"
2012,"F",37,"New England","Pretty happy","9th grade","Black","Working part time","Never married","36 to 37","2010 to 2011"
2012,"F",48,"New England","Pretty happy","6 years of college","Black","Working full time","Widowed","48 to 49","2010 to 2011"
2012,"M",58,"New England","Pretty happy","12th grade","Black","Unemployed, laid off, looking for work","Never married","58 to 59","2010 to 2011"
2012,"F",77,"New England","Pretty happy","9th grade","Black","Working full time","Divorced","76 to 77","2010 to 2011"
2012,"F",44,"New England","Pretty happy","2 years of college","white","Working part time","Never married","44 to 45","2010 to 2011"
2012,"F",27,"New England","Not too happy","4 years of college","white","Working full time","Never married","26 to 27","2010 to 2011"
2012,"M",19,"New England","Pretty happy","11th grade","white","Working part time","Never married","18 to 19","2010 to 2011"
2012,"M",55,"New England","Pretty happy","1 year of college","white","Working full time","Divorced","54 to 55","2010 to 2011"
2012,"F",52,"New England","Pretty happy","12th grade","white","Working full time","Married","52 to 53","2010 to 2011"
2012,"M",63,"New England","Pretty happy","1 year of college","white","Retired","Married","62 to 63","2010 to 2011"
2012,"F",39,"New England","Pretty happy","2 years of college","white","Working full time","Married","38 to 39","2010 to 2011"
2012,"F",68,"New England","Very happy","10th grade","Black","Keeping house","Married","68 to 69","2010 to 2011"
2012,"M",82,"New England","Not too happy","4th grade","white","Retired","Married","82 to 83","2010 to 2011"
2012,"F",59,"East North Central","Pretty happy","12th grade","Black","Keeping house","Divorced","58 to 59","2010 to 2011"
2012,"F",64,"East North Central","Very happy","3 years of collage","white","Working part time","Widowed","64 to 65","2010 to 2011"
2012,"F",47,"East North Central","Not too happy","6 years of college","Black","Working full time","Never married","46 to 47","2010 to 2011"
2012,"M",45,"East North Central","Pretty happy","12th grade","Black","Working full time","Married","44 to 45","2010 to 2011"
2012,"M",37,"East North Central","Not too happy","12th grade","white","Working full time","Married","36 to 37","2010 to 2011"
2012,"M",20,"East North Central","Not too happy","11th grade","Other","Unemployed, laid off, looking for work","Never married","20 to 21","2010 to 2011"
2012,"M",31,"East North Central","Pretty happy","8 or more years of college","Black","Working full time","Married","30 to 31","2010 to 2011"
2012,"F",22,"East North Central","Pretty happy","1 year of college","white","Keeping house","Never married","22 to 23","2010 to 2011"
2012,"F",61,"East North Central","Pretty happy","4 years of college","white","Retired","Widowed","60 to 61","2010 to 2011"
2012,"F",56,"East North Central","Very happy","3 years of collage","white","Working full time","Married","56 to 57","2010 to 2011"
2012,"M",34,"East North Central","Pretty happy","8th grade","white","Working full time","Widowed","34 to 35","2010 to 2011"
2012,"M",53,"East North Central","Pretty happy","12th grade","Other","Working full time","Married","52 to 53","2010 to 2011"
2012,"M",22,"East North Central","Pretty happy","12th grade","Other","Working full time","Married","22 to 23","2010 to 2011"
2012,"F",39,"East North Central","Very happy","12th grade","Other","Working full time","Sepreated","38 to 39","2010 to 2011"
2012,"M",25,"East North Central","Very happy","6th grade","Other","Working full time","Married","24 to 25","2010 to 2011"
2012,"M",75,"East North Central","Very happy","5 years of college","white","Retired","Married","74 to 75","2010 to 2011"
2012,"M",44,"East North Central","Pretty happy","6 years of college","white","Working full time","Married","44 to 45","2010 to 2011"
2012,"M",26,"East North Central","Pretty happy","2 years of college","white","Working full time","Never married","26 to 27","2010 to 2011"
2012,"F",40,"East North Central","Very happy","1 year of college","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"F",33,"East North Central","Pretty happy","10th grade","white","Working full time","Never married","32 to 33","2010 to 2011"
2012,"M",49,"East North Central","Pretty happy","12th grade","Other","With a job, but not at work because of temporary illness, vacation, strike","Married","48 to 49","2010 to 2011"
2012,"F",49,"East North Central","Very happy","12th grade","white","Unemployed, laid off, looking for work","Married","48 to 49","2010 to 2011"
2012,"M",48,"East North Central","Pretty happy","8 or more years of college","white","Working full time","Married","48 to 49","2010 to 2011"
2012,"M",40,"East North Central","Pretty happy","5 years of college","white","Working full time","Never married","40 to 41","2010 to 2011"
2012,"M",80,"East North Central","Pretty happy","2 years of college","Black","Retired","Widowed","80 to 81","2010 to 2011"
2012,"F",21,"East North Central","Very happy","12th grade","Black","Working part time","Never married","20 to 21","2010 to 2011"
2012,"M",38,"East North Central","Very happy","No formal schooling","Black","Working full time","Married","38 to 39","2010 to 2011"
2012,"M",74,"East North Central","Pretty happy","12th grade","white","Retired","Married","74 to 75","2010 to 2011"
2012,"M",75,"East North Central","Pretty happy","4 years of college","white","Retired","Married","74 to 75","2010 to 2011"
2012,"F",40,"East North Central","Pretty happy","2 years of college","white","Working full time","Married","40 to 41","2010 to 2011"
2012,"F",50,"East North Central","Very happy","4 years of college","white","Keeping house","Married","50 to 51","2010 to 2011"
2012,"F",48,"East North Central","Pretty happy","8th grade","white","Working full time","Married","48 to 49","2010 to 2011"
2012,"M",32,"East North Central","Pretty happy","9th grade","white","Working part time","Married","32 to 33","2010 to 2011"
2012,"M",41,"East North Central","Very happy","8th grade","Other","Working part time","Married","40 to 41","2010 to 2011"
2012,"F",26,"East North Central","Pretty happy","9th grade","white","Keeping house","Married","26 to 27","2010 to 2011"
2012,"F",57,"East North Central","Not too happy","12th grade","Black","Working full time","Divorced","56 to 57","2010 to 2011"
2012,"F",30,"East North Central","Not too happy","12th grade","Black","In school","Never married","30 to 31","2010 to 2011"
2012,"F",41,"East North Central","Not too happy","12th grade","Black","Keeping house","Divorced","40 to 41","2010 to 2011"
2012,"M",50,"East North Central","Pretty happy","9th grade","Black","Working part time","Never married","50 to 51","2010 to 2011"
2012,"M",30,"East North Central","Pretty happy","3 years of collage","white","Working part time","Never married","30 to 31","2010 to 2011"
2012,"F",47,"East North Central","Pretty happy","12th grade","Black","Working full time","Never married","46 to 47","2010 to 2011"
2012,"F",65,"East North Central","Pretty happy","7th grade","Black","Keeping house","Never married","64 to 65","2010 to 2011"
2012,"M",43,"East North Central","Not too happy","5th grade","Other","Working part time","Married","42 to 43","2010 to 2011"
2012,"M",20,"East North Central","Pretty happy","2 years of college","Black","In school","Never married","20 to 21","2010 to 2011"
2012,"F",47,"East North Central","Pretty happy","6 years of college","Black","Working full time","Married","46 to 47","2010 to 2011"
2012,"M",31,"East North Central","Pretty happy","4 years of college","Other","Working full time","Never married","30 to 31","2010 to 2011"
2012,"M",35,"East North Central","Pretty happy","12th grade","Black","Working full time","Married","34 to 35","2010 to 2011"
2012,"M",58,"East North Central","Pretty happy","12th grade","white","Working full time","Married","58 to 59","2010 to 2011"
2012,"F",66,"East North Central","Pretty happy","2 years of college","white","Retired","Married","66 to 67","2010 to 2011"
2012,"F",37,"East North Central","Pretty happy","12th grade","white","Keeping house","Never married","36 to 37","2010 to 2011"
2012,"F",40,"East North Central","Pretty happy","3 years of collage","white","Working full time","Sepreated","40 to 41","2010 to 2011"
2012,"M",56,"East North Central","Pretty happy","1 year of college","white","Working full time","Married","56 to 57","2010 to 2011"
2012,"F",49,"East North Central","Pretty happy","12th grade","white","Working part time","Married","48 to 49","2010 to 2011"
2012,"F",30,"East North Central","Pretty happy","2 years of college","white","Working part time","Married","30 to 31","2010 to 2011"
2012,"F",45,"East North Central","Pretty happy","6 years of college","white","Unemployed, laid off, looking for work","Married","44 to 45","2010 to 2011"
2012,"M",77,"East North Central","Pretty happy","1 year of college","Black","Retired","Widowed","76 to 77","2010 to 2011"
2012,"F",30,"East North Central","Pretty happy","11th grade","Black","Keeping house","Never married","30 to 31","2010 to 2011"
2012,"M",43,"East North Central","Very happy","10th grade","Black","Working full time","Married","42 to 43","2010 to 2011"
2012,"F",31,"East North Central","Pretty happy","1 year of college","Black","Working full time","Never married","30 to 31","2010 to 2011"
2012,"F",58,"East North Central","Pretty happy","4 years of college","Black","Working full time","Never married","58 to 59","2010 to 2011"
2012,"M",62,"East North Central","Pretty happy","12th grade","Black","Working part time","Married","62 to 63","2010 to 2011"
2012,"M",73,"East North Central","Not too happy","10th grade","Black","Retired","Widowed","72 to 73","2010 to 2011"
2012,"F",60,"East North Central","Very happy","12th grade","Black","Working full time","Never married","60 to 61","2010 to 2011"
2012,"M",32,"East North Central","Very happy","11th grade","white","Working full time","Married","32 to 33","2010 to 2011"
2012,"F",24,"East North Central","Very happy","10th grade","white","Working full time","Never married","24 to 25","2010 to 2011"
